,input,output,gt
455,455," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Urghhhhh as soon as you think everything is ok...
reframed_text          Things have gotten worse for me but I know I c...
strategy                                                      ['growth']
original_with_label    Urghhhhh as soon as you think everything is ok...
Name: 455, dtype: object"
456,456," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          It needs to be spring break so I can be on the...
reframed_text          At least it's almost spring break, going to en...
strategy                                                ['impermanence']
original_with_label    It needs to be spring break so I can be on the...
Name: 456, dtype: object"
457,457," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          thanks for changing our flight and adding a st...
reframed_text              Soon we will be in Iceland with our children.
strategy                                                ['impermanence']
original_with_label    thanks for changing our flight and adding a st...
Name: 457, dtype: object"
458,458," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          These next two weeks I gotta do all my makeup/...
reframed_text           After these next two weeks I'll be able to relax
strategy                                                    ['optimism']
original_with_label    These next two weeks I gotta do all my makeup/...
Name: 458, dtype: object"
459,459," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          I'm to the point where a nice bottle of Bluebe...
reframed_text             Blueberry Wine would be really good right now.
strategy                                                    ['optimism']
original_with_label    I'm to the point where a nice bottle of Bluebe...
Name: 459, dtype: object"
460,460," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          If somebody could bring me a butt load of meds...
reframed_text          Thanks in advance for giving me the medicine I...
strategy                                ['impermanence', 'thankfulness']
original_with_label    If somebody could bring me a butt load of meds...
Name: 460, dtype: object"
461,461," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Whenever you become anxious or , outer purpose...
reframed_text          I must overcome anxious and start leading my l...
strategy                                                    ['optimism']
original_with_label    Whenever you become anxious or , outer purpose...
Name: 461, dtype: object"
462,462," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          I feel like shit! Stressed oh well, I have tom...
reframed_text          Cant wait until tomorrow and saturday so that ...
strategy                                                    ['optimism']
original_with_label    I feel like shit! Stressed oh well, I have tom...
Name: 462, dtype: object"
463,463," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Broken down en route to Portsmouth! Gutted I'm...
reframed_text          Broke down en route to Portsmouth but someone ...
strategy                                                ['impermanence']
original_with_label    Broken down en route to Portsmouth! Gutted I'm...
Name: 463, dtype: object"
464,464," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Stress has to be the worst feeling in the worl...
reframed_text          Work is stressful, but I am not going to let i...
strategy                                  ['growth', 'self_affirmation']
original_with_label    Stress has to be the worst feeling in the worl...
Name: 464, dtype: object"
465,465," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          I'm in a crappy mood, so if I'm acting weird a...
reframed_text                  I'll be isolated until my bad mood passes
strategy                                                ['impermanence']
original_with_label    I'm in a crappy mood, so if I'm acting weird a...
Name: 465, dtype: object"
466,466," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Trying to organize my room and take care of a ...
reframed_text          My baby is sick, and my room is messy, so I'll...
strategy                            ['neutralizing', 'self_affirmation']
original_with_label    Trying to organize my room and take care of a ...
Name: 466, dtype: object"
467,467," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          I should probably start reading 1984. My long ...
reframed_text          I'm so happy, I get to read one of my favorite...
strategy                                    ['optimism', 'thankfulness']
original_with_label    I should probably start reading 1984. My long ...
Name: 467, dtype: object"
468,468," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          frustrating times like these is when I really ...
reframed_text           It would be nice to have someone to listen to me
strategy                                                ['neutralizing']
original_with_label    frustrating times like these is when I really ...
Name: 468, dtype: object"
469,469," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          I need a glass of wine BAD!!! I promised mysel...
reframed_text          I am feeling stressed out, and want a glass of...
strategy                                  ['growth', 'self_affirmation']
original_with_label    I need a glass of wine BAD!!! I promised mysel...
Name: 469, dtype: object"
470,470," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          No uni until january! Just the small matter of...
reframed_text          Just the small matter of dissertation placemen...
strategy                                ['neutralizing', 'thankfulness']
original_with_label    No uni until january! Just the small matter of...
Name: 470, dtype: object"
471,471," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Your like a father to me, how am I supposed to...
reframed_text          You don't know how important you are to me, al...
strategy                                                ['neutralizing']
original_with_label    Your like a father to me, how am I supposed to...
Name: 471, dtype: object"
472,472," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          I hate how I'm tired all day, but I can't slee...
reframed_text          I have finally gotten my body on a schedule th...
strategy                                          ['growth', 'optimism']
original_with_label    I hate how I'm tired all day, but I can't slee...
Name: 472, dtype: object"
473,473," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          This semester is going to kill me. I'm plannin...
reframed_text          Can't wait for winter break then I can recover...
strategy                                    ['neutralizing', 'optimism']
original_with_label    This semester is going to kill me. I'm plannin...
Name: 473, dtype: object"
474,474," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          imiss those late night talks .. The ones were ...
reframed_text          I'm feeling very nostalgic about those late ni...
strategy                                      ['growth', 'neutralizing']
original_with_label    imiss those late night talks .. The ones were ...
Name: 474, dtype: object"
475,475," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          This day can be over anytime now exams bad day...
reframed_text          This birthday could have been better but at le...
strategy                                    ['neutralizing', 'optimism']
original_with_label    This day can be over anytime now exams bad day...
Name: 475, dtype: object"
476,476," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Realizing how little you can do with just a bi...
reframed_text          Getting a degree was the first step in a huge ...
strategy                          ['growth', 'impermanence', 'optimism']
original_with_label    Realizing how little you can do with just a bi...
Name: 476, dtype: object"
477,477," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          1) Google prediction is both cool and scary; 2...
reframed_text          I love using google prediction, it’s great fun...
strategy                                                ['thankfulness']
original_with_label    1) Google prediction is both cool and scary; 2...
Name: 477, dtype: object"
478,478," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Been trying to study for an hour an a half now...
reframed_text          It's okay to accept I'm not in the mood for st...
strategy                            ['neutralizing', 'self_affirmation']
original_with_label    Been trying to study for an hour an a half now...
Name: 478, dtype: object"
479,479," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          literally there is always something that goes ...
reframed_text          As long as I don't stop to think about my mist...
strategy                                ['impermanence', 'neutralizing']
original_with_label    literally there is always something that goes ...
Name: 479, dtype: object"
480,480," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Flying down back roads in the dmax, trying to ...
reframed_text          I'm thankful that by taking this drive I can c...
strategy                                                ['thankfulness']
original_with_label    Flying down back roads in the dmax, trying to ...
Name: 480, dtype: object"
481,481," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Why do days go sooo fast when you have TONS of...
reframed_text          Time can go fast or slow, It is all about the ...
strategy                                                    ['optimism']
original_with_label    Why do days go sooo fast when you have TONS of...
Name: 481, dtype: object"
482,482," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          ok wheres the sign up sheet to be a fucking tr...
reframed_text          Some days I envy the serenity of trees, how ta...
strategy                                                      ['growth']
original_with_label    ok wheres the sign up sheet to be a fucking tr...
Name: 482, dtype: object"
483,483," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          30factsaboutme I hold everything inside and le...
reframed_text          I hate opening up to people, but I know if I c...
strategy                                                      ['growth']
original_with_label    30factsaboutme I hold everything inside and le...
Name: 483, dtype: object"
484,484," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          So much homework to do and I have so much on m...
reframed_text          I have to focus to finish my homework and get ...
strategy                                                    ['optimism']
original_with_label    So much homework to do and I have so much on m...
Name: 484, dtype: object"
485,485," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          How long can it take for a solicitor to do my ...
reframed_text          The solicitor is taking ages to sort my morgag...
strategy                                    ['neutralizing', 'optimism']
original_with_label    How long can it take for a solicitor to do my ...
Name: 485, dtype: object"
486,486," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          I'm about to shred this physics packet and tel...
reframed_text          Struggling with physics packet but it'll be ov...
strategy                                                ['impermanence']
original_with_label    I'm about to shred this physics packet and tel...
Name: 486, dtype: object"
487,487," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Just cause I've moved on doesn't mean I've wal...
reframed_text          Even though I am now moved away, my heart is s...
strategy                                                    ['optimism']
original_with_label    Just cause I've moved on doesn't mean I've wal...
Name: 487, dtype: object"
488,488," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          It days like today I wish I was back home in m...
reframed_text          I would feel good if I were in my bed with my ...
strategy                                    ['neutralizing', 'optimism']
original_with_label    It days like today I wish I was back home in m...
Name: 488, dtype: object"
489,489," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Anatomy seriously will be the death of me. So ...
reframed_text          Anatomy is really difficult, but the qualifica...
strategy                                                    ['optimism']
original_with_label    Anatomy seriously will be the death of me. So ...
Name: 489, dtype: object"
490,490," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          I guess its time to study for alll the tests/q...
reframed_text          I know, school isn't very fun sometimes.  But ...
strategy                                    ['impermanence', 'optimism']
original_with_label    I guess its time to study for alll the tests/q...
Name: 490, dtype: object"
491,491," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          It will be a miracle if I made it through toda...
reframed_text          I know today will be stressful for me, but by ...
strategy                                      ['growth', 'impermanence']
original_with_label    It will be a miracle if I made it through toda...
Name: 491, dtype: object"
492,492," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          People in this damn school are annoying and ig...
reframed_text          Waiting to be done with graduation at my curre...
strategy                                      ['growth', 'impermanence']
original_with_label    People in this damn school are annoying and ig...
Name: 492, dtype: object"
493,493," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Don't know how I feel about alot of thingsit h...
reframed_text          I don't want to leave the last season of my li...
strategy                                    ['impermanence', 'optimism']
original_with_label    Don't know how I feel about alot of thingsit h...
Name: 493, dtype: object"
494,494," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Spell check on iPhones piss me off soo much it...
reframed_text          Apple's spell check could use some Improvement...
strategy                                                ['neutralizing']
original_with_label    Spell check on iPhones piss me off soo much it...
Name: 494, dtype: object"
495,495," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Seriously ! What the hell back to back freaken...
reframed_text          I made some mistakes today, but I'm not going ...
strategy                                            ['self_affirmation']
original_with_label    Seriously ! What the hell back to back freaken...
Name: 495, dtype: object"
496,496," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          I thought last week was a crazy week, so far i...
reframed_text          Last week was a crazy week, but I got through ...
strategy                                ['impermanence', 'thankfulness']
original_with_label    I thought last week was a crazy week, so far i...
Name: 496, dtype: object"
497,497," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          The level of hatred I have for this day is bor...
reframed_text          Today the day is super stressful, but I know t...
strategy                                                    ['optimism']
original_with_label    The level of hatred I have for this day is bor...
Name: 497, dtype: object"
498,498," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Dear jesus, please no questions on the korean ...
reframed_text             I hope there wont be any question about Korea.
strategy                                                ['neutralizing']
original_with_label    Dear jesus, please no questions on the korean ...
Name: 498, dtype: object"
499,499," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          It's Monday. If you're tired, or just need a p...
reframed_text          Monday's are a great time to start fresh and b...
strategy                                ['optimism', 'self_affirmation']
original_with_label    It's Monday. If you're tired, or just need a p...
Name: 499, dtype: object"
500,500," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          People who are when they shouldn't be wtf I ju...
reframed_text          People don't always act the way I expect, but ...
strategy                                    ['neutralizing', 'optimism']
original_with_label    People who are when they shouldn't be wtf I ju...
Name: 500, dtype: object"
501,501," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Dawgg, I'm so tired. Runnin' on 4 hours of sle...
reframed_text          Just 4 hours of sleep due to BS has made me a ...
strategy                                    ['neutralizing', 'optimism']
original_with_label    Dawgg, I'm so tired. Runnin' on 4 hours of sle...
Name: 501, dtype: object"
502,502," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          It's hard to have a bad day when it's so nice ...
reframed_text          It seems hard having a bad day, when it not th...
strategy                                                ['neutralizing']
original_with_label    It's hard to have a bad day when it's so nice ...
Name: 502, dtype: object"
503,503," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Why can't I be a dog? Their lives are so much ...
reframed_text                       Dogs seem to have such simple lives.
strategy                                                ['neutralizing']
original_with_label    Why can't I be a dog? Their lives are so much ...
Name: 503, dtype: object"
504,504," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          I pray that god give me strength for the next ...
reframed_text          I hope to be done with the next few weeks so t...
strategy                                    ['impermanence', 'optimism']
original_with_label    I pray that god give me strength for the next ...
Name: 504, dtype: object"
505,505," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          The worst part about driving is super slow peo...
reframed_text          It's annoying when the other drivers around me...
strategy                          ['growth', 'neutralizing', 'optimism']
original_with_label    The worst part about driving is super slow peo...
Name: 505, dtype: object"
506,506," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Art exam mon&tues, spanish oral thurs, haven't...
reframed_text                       I need an effort to do well on exams
strategy                                ['impermanence', 'neutralizing']
original_with_label    Art exam mon&tues, spanish oral thurs, haven't...
Name: 506, dtype: object"
507,507," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          tried to order clink n collect kitchen online....
reframed_text          I hope this mess relating to ordering from Kit...
strategy                                    ['impermanence', 'optimism']
original_with_label    tried to order clink n collect kitchen online....
Name: 507, dtype: object"
508,508," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          I have so much on my mind that I can't sleep. ...
reframed_text          Definitely got some stuff to think through bef...
strategy                                                      ['growth']
original_with_label    I have so much on my mind that I can't sleep. ...
Name: 508, dtype: object"
509,509," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Just want to go to sleep and not worry about a...
reframed_text          I will sleep, chill out and stop worrying abou...
strategy                                                ['neutralizing']
original_with_label    Just want to go to sleep and not worry about a...
Name: 509, dtype: object"
510,510," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          This broke grad school student is now taking d...
reframed_text          Helping this grad student get his books is a g...
strategy                                                    ['optimism']
original_with_label    This broke grad school student is now taking d...
Name: 510, dtype: object"
511,511," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Today is going to be a lazy day! Gotta get som...
reframed_text          Today is going to be a lazy day to relax and p...
strategy                          ['growth', 'neutralizing', 'optimism']
original_with_label    Today is going to be a lazy day! Gotta get som...
Name: 511, dtype: object"
512,512," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          You know it's going to be a long day when you'...
reframed_text          I had an early start to the day at the library...
strategy                                      ['growth', 'impermanence']
original_with_label    You know it's going to be a long day when you'...
Name: 512, dtype: object"
513,513," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Sitting here waiting to testify and all I can ...
reframed_text          I can't wait to be done with my testimony so t...
strategy                                                ['impermanence']
original_with_label    Sitting here waiting to testify and all I can ...
Name: 513, dtype: object"
514,514," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Could I please have one morning in which I don...
reframed_text          I need to have one morning in which I didn't w...
strategy                                                ['impermanence']
original_with_label    Could I please have one morning in which I don...
Name: 514, dtype: object"
515,515," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Man monday suck dick i always hate um what suc...
reframed_text          I hate Mondays, but it makes me feel better to...
strategy                                    ['neutralizing', 'optimism']
original_with_label    Man monday suck dick i always hate um what suc...
Name: 515, dtype: object"
516,516," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          I understand the delays however your staff loo...
reframed_text                Horsham Crawley‚Äôs service might be better
strategy                                                ['neutralizing']
original_with_label    I understand the delays however your staff loo...
Name: 516, dtype: object"
517,517," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          I've spent over 2 hours trying to do a moonpig...
reframed_text          I really tried my best to make a moonpig card ...
strategy                                            ['self_affirmation']
original_with_label    I've spent over 2 hours trying to do a moonpig...
Name: 517, dtype: object"
518,518," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Fareham Asda on a Saturday is like torture! Es...
reframed_text          Its a tough time to be at Fareham Asda on a Sa...
strategy                                                ['impermanence']
original_with_label    Fareham Asda on a Saturday is like torture! Es...
Name: 518, dtype: object"
519,519," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          All I wanna do is take a hot bath, have a glas...
reframed_text          I think I'm going to treat myself to a glass o...
strategy                                    ['neutralizing', 'optimism']
original_with_label    All I wanna do is take a hot bath, have a glas...
Name: 519, dtype: object"
520,520," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          I am just so tired of how my life is working o...
reframed_text          Sometimes I really need to rest from my life, ...
strategy                                  ['growth', 'self_affirmation']
original_with_label    I am just so tired of how my life is working o...
Name: 520, dtype: object"
521,521," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Half my Starbucks app done. Now to talk it ove...
reframed_text          Might get a good opportunity to work at a natu...
strategy                          ['growth', 'neutralizing', 'optimism']
original_with_label    Half my Starbucks app done. Now to talk it ove...
Name: 521, dtype: object"
522,522," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          LivetheWage day 2. Cold and damp day for publi...
reframed_text          I have to spend a lot on this public transport...
strategy                                                ['thankfulness']
original_with_label    LivetheWage day 2. Cold and damp day for publi...
Name: 522, dtype: object"
523,523," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          I have too much shit to do for grad school to ...
reframed_text          I'm going to stay focused and do my post-gradu...
strategy                                                    ['optimism']
original_with_label    I have too much shit to do for grad school to ...
Name: 523, dtype: object"
524,524," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Swear it's been half 1 for the last 10 years. ...
reframed_text          Time feels like it's going really slowly but i...
strategy                          ['growth', 'neutralizing', 'optimism']
original_with_label    Swear it's been half 1 for the last 10 years. ...
Name: 524, dtype: object"
525,525," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          The weekend is not long enough for all the thi...
reframed_text          I have quite a lot to do this weekend but I am...
strategy                      ['growth', 'optimism', 'self_affirmation']
original_with_label    The weekend is not long enough for all the thi...
Name: 525, dtype: object"
526,526," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          Sitting here working my butt of, trying to get...
reframed_text          I am working to get these essays done and sort...
strategy                                                ['neutralizing']
original_with_label    Sitting here working my butt of, trying to get...
Name: 526, dtype: object"
527,527," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          You know it's bad when you constantly have to ...
reframed_text          Making to-do lists for yourself constantly is ...
strategy                                                ['neutralizing']
original_with_label    You know it's bad when you constantly have to ...
Name: 527, dtype: object"
528,528," orderIf I don't get outta bed I won't have to deal with this stupid headache that keeps coming..
reframed:I may have a headache from the stupid headache that keeps coming, but I will go to sleep and rest for a while and deal with it as I am strong.","original_text          I hate English essays -_- like I am so confuse...
reframed_text                     English essays are challenging for me!
strategy                                                ['neutralizing']
original_with_label    I hate English essays -_- like I am so confuse...
Name: 528, dtype: object"
