,input,output,gt
421,love what the future is going to bring but hate the feeling of getting there,It's sad when the future seems unclear but I know I can't give in an do what I want.,"Although change is uncomfortable, I know that I won't be uncomfortable forever."
422,Fuckin don't know what to do. Just want summer so I can work and not see the same people everyday,"I don't know what to do anymore, but I'm so glad I get to work, and not see any other people.","I don't know what to do. But soon summer is coming, and I can work without see the same people every day, then it will be great."
423,You know it sucks when you almost have a mental break down in class. :'( sad,But I know it's normal for people to have mental breakdowns when they are in class.,I hope my mental health improves in the coming days.
424,No one can even begin to feel how I'm feeling right now. This has been the worst week of my life. overwhelmed canigetabreak :(,No one can understand how I feel right now. This has been the worst week of my life. But I'm going to make it through.,Working through these hard emotions teaches me how to handle even harder ones!
425,My horoscope says difficulty communicating this week. So does that mean people won't understand the F word?,It would be really hard to communicate this week to a people who don't know the F word.,My horoscope says difficulty communicating this week. So I need to be patient with people in order to have a good relantionship
426,You know you are disoriented when you try to open a car that isn't yours wtf,"I'm so disoriented from the things I want to do with my life, that I don't even know how to use my free time to do something.",Tried to open a car that wasn't mine although it's a funny story to tell.
427,"Time is flying, there is so much to get done, and so little time to do it! overwhelmed","There is a lot to get done, and there is a lot of time to do it, but I am very clear that I can succeed.",There are a lot of things to be done in very little time but I can accomplish it if I put in some hard work.
428,"When life just never goes the right way, EVER! sad sick lonely annoyed depression anxietyproblems",I hope I get into a better frame of mind going forward.,Life can only get better from here!
429,I feel like a chicken with its head cut off running around like a maniac right now,ive learned that feelings are just a part of the human condition.,I'm getting a ton of stuff done right now.
430,If I die this semester from my work load at least will get all A's! Even though she will be down a bridesmaid!,I am so thankful that after I am done with my work I will be able to have a bridesmaid to spend her time with.,I know this effort will pay off when I get an A.
431,How can I be winning 2-0 on fifa and in the last 10 mins concede 3 wtf!!!!,"I have lots of opportunities, but I hope I develop a good game understanding and discipline.",I hope to win in last 10 mins
432,"Sitting in an emty room the fuck out Expecting the worst, Hoping for the best :/ :(  feeling alone",I am going to sit through the vent sceary since I am not getting anything done today.,"Sitting in an empty room may feel lonely now, but the temporary respite and quiet solitude will help me enjoy my visits with friends and family even more."
433,Of course the week I decide to leave town I have 2 tests and a paper to do :/,I have two tests and a newspaper to do but I am confident that I will do it.,"AL life always has improvisers, and this is one of them, but that just makes it more exciting."
434,"Good grief, what a day! I'd trade my drive home for a tropical bar in a heartbeat!",I'm going to relax and enjoy a drink in the tropical bar.,"Not every day can be easy I guess, time to relax."
435,15 page research paper on the conflict between Isreal and Palestine due next Friday that I haven't started,"I have to work a lot, so I should plan better and complete my research paper as soon as possible.",I know that if I start now my 15-page article on the Israeli-Palestinian conflict I can finish by next Friday.
436,"Seriously hate my professor, gave us a pop quiz the day before a test and a 6 pg case study due on the day of the test","6- pg cases and a 6- pg study all due on the same day of the test. Oh, and we also have an extra quiz that day before the exam.",My studies are tough but I must be strong enough to overcome stress.
437,Im so nervous for my team tomorrow . Been down all week like 11-3 or 10-4 in a 1 week playoff. Somehow took a 7-6-2 lead tonight thanks to Trout. Praying Snell and Co. can lead me to the championship round .,"I'm nervous for my team tomorrow. I was able to go all week, but at least I have a chance to play in a very challenging time.","Thanks to Trout I got a 7-6-2 lead tonight, Snell and Co. could actually lead me to the championship round."
438,trying to buy a house in the middle of the NBAPlayoffs is not a good idea.,I'm sure I will find a way to buy a house in the middle of the night,Trying to buy a house in the middle of the NBAPlayoffs is challenging!
439,the reason why I'm wide awake right now is unexplainable and is gonna hurt me bad in the morning,"I am awake now because I can't get out of bed early, but I'm sure it will be fixed in no time.","I don’t know why I am not able to sleep, but I hope to get up fresh in the morning"
440,Sitting here looking through my notes and thinking when the fuck did we learn this? studying finals screwed,"I know that if I sit through all of my notes today and think it through, I can make educated guesses at what we need to learn","Need to focus on learning my notes from class, finals coming up"
441,I guarantee il be dead this tine next week when my cw is finally finished..if im not dead youll find me in hospital,I'm pretty sure I'm not going to be in hospital when my cw is finally done.,"Finishing this classwork is draining my energy, but I am looking forward to being relieved soon."
442,i cant fall asleep because im having a panic attack because of this stupid chem test,"I'm anxious about my test because I have a really stupid one, but I hope it works out and I pass it.","I can't sleep worrying about my chem test, It's really important for me to get good grades"
443,"It's official. I'm not doing softball anymore. My recital's Thursday, my grades are horrid, idk what to do. dissapointed","I'm not doing softball anymore. My recital's Thursday, my grades are terrible, and I have to cut back on my learning curve. I'm going to hit the books!",If I stop doing so many activities at the same time I can concentrate only on one.
444,Just woke up from an hour nap and I still have a lot of homework >;_<; Whhhhyyyyy Tired Hormonal,"I ‘ve had a productive and productive day, I have started working on my homework and will have a lot of fun in the morning.",My nap gave me enough energy to tackle my homework.
445,Do I have a scandal???!! lols (How's that possible when I'm NOT in a relationship or hooking up with anyone?! but if there's one I'd like to see it and interested to know who is playing as ME),I should inform myself about my plans so that I am always at ease with anyone in my life.,"I know that people will talk, that's only because of how successful I have become!"
446,"A little bit of Florida, a little bit of Georgia, and a whole lota country in my soul countrytunes",There is a lot of things in my life but I'm grateful that I have the chance to have some help when need it,I love country tunes they’re the best.
447,I literally took half of Ms.Dalton's room today and put it on my table for my mock tomorrow!,I literally took half of Ms. D’s room today and put it on my table for my tomorrow. I love having fun.,I have all the resources I need for mock tomorrow.
448,I need a convo with because he just gets it Stressed trying not to break down,"I'm trying to think of some good things about him, and I think he's having a tough time, but I know he's going to look back on me and I know he's going to understand.",I need to have a conversation with him as I feel that he completely understands me and makes me feel better.
449,"If I was a girl in a chick flick, now would be the time I'd cry in the broom closet.",I know I will have a very nice life when I get back on track.,Having a rough time at the moment but better things are round the corner.
450,totally fed up with this bid now! :-( haven't even thought about my presentation yet :-(,I'm not going to judge this by what I think but by how I think.,"OK, I'm going to get this bid out of my mind, so I can focus on my presentation."
451,Left all my history notes in history class. Bout to fail this nine weeks test,"If I study enough, I may pass this exam.","I've decided, for my next history test, I'm going to start studying a couple of weeks before the test, so I can pass with flying colors."
452,Worried about my pantomime I have to present tomorrow Not sure how to act it out!!!,"This is going to give me a lot of free time, I just need to not be so stressed out.",I have a pantomime tomorrow but I know I'll do amazing.
453,Math Midterm Check! Sociology Final Check! Time to start studying for Anatomy Midterm Thursday! X-Mas break can't come soon enough,Anatomy and Sociology give me the much-needed time for today.,Math Midterm Check! Sociology Final Check! Time to start studying for Anatomy Midterm Thursday! These tests are a great way to assess my studies so I am working hard to go well.
454,im so tireed of staying up real late doing hw every night cause of work.. I thought senior yr. was gonna be easy .. fml,Senior might be difficult but I’m so motivated to work hard and do amazing things.,"Work makes it hard to get homework done, but at least I have a job."
455,Urghhhhh as soon as you think everything is okay it all goes to crap again.,"Everything will be ok, I will be in a better frame of mind.",Things have gotten worse for me but I know I can continue to learn from it all!
456,It needs to be spring break so I can be on the beach in some island being served alcoholic beverages I can't deal anymore !!!!,I would love to be done with this holiday so that I can enjoy some peace of mind.,"At least it's almost spring break, going to enjoy being on the island beach with some alcoholic beverages."
457,thanks for changing our flight and adding a stop and not telling us with three small children on the way to Iceland.,It is good that we have a small number of children on our flight but it is hard to tell them where we are.,Soon we will be in Iceland with our children.
458,"These next two weeks I gotta do all my makeup/late work , I need to bust up my grades",I am going to get much work done in the next two weeks to get my grades up for college.,After these next two weeks I'll be able to relax
459,I'm to the point where a nice bottle of Blueberry Wine could possibly fix my,"I'm so glad I can keep a nice bottle of Blueberry wine, which it makes me feel better.",Blueberry Wine would be really good right now.
460,If somebody could bring me a butt load of meds for my headache..I promise I will love you forever.,"I know I can handle drinking a lot of coffee, I just need to have it go away so I can get a good night's rest.",Thanks in advance for giving me the medicine I need to get over my headache.
461,"Whenever you become anxious or , outer purpose has taken over, and you lost sight of your inner purpose. ~ Eckhart Tolle","Whenever you become anxious or outer purpose has taken over your life, it makes you feel like it has no purpose, so you have to be grateful for it.",I must overcome anxious and start leading my life happily.
462,"I feel like shit! Stressed oh well, I have tomorrow and saturday to take my mind of it all:) Could not have come at a beteer time",ive had stressful days and Saturday was a good day for me to take rest.,Cant wait until tomorrow and saturday so that I can get my mind in order. Could not have come at a better time!
463,Broken down en route to Portsmouth! Gutted I'm gonna miss bag 3 points!! Hurry up mr breakdown man!,It was a rough day at the airport but I made it through.,Broke down en route to Portsmouth but someone is on their way to help. Soon I'll be back on route to see bad 3 points!
464,"Stress has to be the worst feeling in the world, really shouldn't let work issues get on top of me",Stress is something that I can deal with only in the best of situations.,"Work is stressful, but I am not going to let it get me down or prevent me from making my dreams come true. Dreams don't come easy, they must be earned through hard work and persistence."
465,"I'm in a crappy mood, so if I'm acting weird at schoolI'm sorry. Just ignore me. sick",I am sick but I will be fine soon and get better!,I'll be isolated until my bad mood passes
466,Trying to organize my room and take care of a sick baby is impossible right now,"I'm trying to organize my room and take care of a sick baby, but that doesn't really do me any justice.","My baby is sick, and my room is messy, so I'll prioritize my child, and not judge myself about clutter for now."
467,I should probably start reading 1984. My long day is gonna turn into a long night,"I should probably start reading. My long day is going to turn into a long night, and I'll probably tired.","I'm so happy, I get to read one of my favorite books after a long day!"
468,frustrating times like these is when I really wish I had someone here to give me a hug and let me cry it out!,ive known that when I feel bad I can count on someone to cheer me up.,It would be nice to have someone to listen to me
469,I need a glass of wine BAD!!! I promised myself to stop stressing but uhh uhh!!!!!,I will relax and have a great time!,"I am feeling stressed out, and want a glass of wine, but I know that I can work through the stress in healthier ways."
470,"No uni until january! Just the small matter of dissertation, exam and placement to deal with!","I am excited to be done with my university and start with my dissertation on January 8, 2013.",Just the small matter of dissertation placement to deal with.
471,"Your like a father to me, how am I supposed to explain so you'll understand?","My father is so important to me, how can I not be too happy?","You don't know how important you are to me, almost like a father. Things will become clearer when you understand this."
472,"I hate how I'm tired all day, but I can't sleep when I'm in bed!","I don't like it when I'm in bed early, but I need to learn to be more productive so that I can stay awake earlier.",I have finally gotten my body on a schedule that allows me to get all of my work done
473,This semester is going to kill me. I'm planning on going into hibernation this winter break to recover.,"This semester is going to kill me, but I'll make it through.",Can't wait for winter break then I can recover from all the hard work I have done.
474,imiss those late night talks .. The ones were I could just tell you about my stressful day and you would make me feel better.. stressed,I am glad I have a good night's sleep so that I can be in bed at night.,"I'm feeling very nostalgic about those late night talks, but all I have is the present."
475,This day can be over anytime now exams bad day for a birthday let me tell you. Chemistry and history.. Of course..,This birthday is going to be amazing especially after all the tests that I have to get done today.,This birthday could have been better but at least I'm alive
476,Realizing how little you can do with just a biology degree And I graduate in May,I will keep studying and do great on my biology exam!,"Getting a degree was the first step in a huge path, I'm sure that if I'm constant... I will be able to make it!"
477,"1) Google prediction is both cool and scary; 2) I learned two new words recently as a result -- ""bildungsroman"" and ""urticaria""","People usually can be so scared because of the predicted results, but I can learn how to deal with such people.","I love using google prediction, it’s great fun and helps me learn new words"
478,Been trying to study for an hour an a half now.. and still no nothing,"I've been trying to study for an hour, and still not enough. I need to take an hour, and still i'm not good.",It's okay to accept I'm not in the mood for studying. I learn better when I'm not studying against my will.
479,literally there is always something that goes wrong in my life and I don't get why I can't catch a break,I hope my life gets better as soon as possible.,"As long as I don't stop to think about my mistakes, I will always keep making mistakes."
480,"Flying down back roads in the dmax, trying to recover from this awful day.","ive succesfully completed my day and am on track to recover from this last bad day, thankgod.",I'm thankful that by taking this drive I can clear my mind from this bad day I had.
481,"Why do days go sooo fast when you have TONS of shit to do, but when you want time to go fast.. what do you know, it doesn't!!","It's tough when you have Tons of things to do, but when you have the opportunity to go fast, it's worth it.","Time can go fast or slow, It is all about the way you think!"
482,"ok wheres the sign up sheet to be a fucking tree cus i know i didn't sign up for this ""human"" thing","ok, let me pretend this is my life and not be a part of it.","Some days I envy the serenity of trees, how tall and strong they appear. I want to learn from them."
483,30factsaboutme I hold everything inside and let it all build up because I hate opening up to people.,It's good that I have many things inside which are difficult to do but it's also just one thing.,"I hate opening up to people, but I know if I can start to do that, I can be free."
484,So much homework to do and I have so much on my mind. It's going to be impossible to get anything done.,"I have so much homework and I have so much on my mind it is going to be hard to get anything done, but I am sure that I can pull through.",I have to focus to finish my homework and get a good grade for my future.
485,How long can it take for a solicitor to do my mortgage Ive been waiting since middle is February. movingday,I am glad to be getting a new job that has already waited for months.,The solicitor is taking ages to sort my morgage out but I’ll have faith that it will be resolved soon.
486,I'm about to shred this physics packet and tell her that the dog I don't have ate it.,I'm so glad I am done with physics today.,Struggling with physics packet but it'll be over soon
487,Just cause I've moved on doesn't mean I've walked away. And just because I'm not there doesn't mean my heart isn't.,I should talk to someone about moving on because I feel a bit hesitant about the opportunity to be there,"Even though I am now moved away, my heart is still there."
488,It days like today I wish I was back home in my bed with my cats. tired,I'm sure it's only a matter of time I get to spend with my cat.,I would feel good if I were in my bed with my cats.
489,"Anatomy seriously will be the death of me. So much studying and information, so little time every week","Anatomy is tough, but that will be the lesson for the rest of my life.","Anatomy is really difficult, but the qualification will be worth it"
490,I guess its time to study for alll the tests/quizzes I have tomorrow and read a little.. schoolsucks,"I’m sure it’s time to study hard for all the tests/quizzes I have tomorrow and read a little, but it’s not that hard.","I know, school isn't very fun sometimes.  But just think a couple more days, and it will be the weekend!"
491,It will be a miracle if I made it through today without a mental breakdown,Today's hard but I have the drive to make it through today,"I know today will be stressful for me, but by the end of the day I will be stronger for it."
492,People in this damn school are annoying and ignorant. I just wanna graduate and be done with this school already.,"They're annoying and ignorant. I just wanted to graduate and be done with this school already, but people in this school make me doubt everything I know about myself.",Waiting to be done with graduation at my current school so that I can look forward to meeting new people in my next school.
493,Don't know how I feel about alot of thingsit hurts to think this was only a season confused,"ive only had one day where I didn't feel good, but that was my last!","I don't want to leave the last season of my life behind, but I'm so looking forward to a new one."
494,"Spell check on iPhones piss me off soo much it changed they to story, wtf","People might have unexpected problems with iPhones, but it's not that problematic.","Apple's spell check could use some Improvements, as sometimes it changes my words too much."
495,Seriously ! What the hell back to back freaken mess ups maybe it's not meant to be . FreakingOut,ive been having wild problems on and not been able to be on the now. FreakingOut is a great opportunity for me to challenge myself and get stuff off my back stress.,"I made some mistakes today, but I'm not going to give up on my dreams."
496,"I thought last week was a crazy week, so far it's looking like this week will be crazier!","I'm pretty sure this week will be crazier than last week, and I will have something to look forward to!","Last week was a crazy week, but I got through it.  So far it's looking like this week will be crazier!  I'm just thankful that I'm up to the challenge."
497,The level of hatred I have for this day is borderline psychotic. I need a me day.. and a case of wine.,"I have to work on my negative attitude, so I can get a good night's sleep.","Today the day is super stressful, but I know that tomorrow I will have a day of my own to enjoy a good wine and everything will be fine."
498,"Dear jesus, please no questions on the korean war or anything to do with korea.",Korean War questions - especially the 1st wknd but also the 1st and 2nd long run - can be read here.,I hope there wont be any question about Korea.
499,"It's Monday. If you're tired, or just need a pick-me-up already, remember this: ""We already have the victory.","It is Monday and already it is a tough week for everyone, but next week will be better.",Monday's are a great time to start fresh and begin a whole new week.
500,People who are when they shouldn't be wtf I just don't get it. Help me get away!,I feel bad when people who are with me don't help me because I can't be wtf. But I'm going to go away so that I don't get even more problematic.,"People don't always act the way I expect, but everybody's different."
501,"Dawgg, I'm so tired. Runnin' on 4 hours of sleep because of all the BS.",I'm tired and runn't sleep. I hope I get a good night's sleep tonight.,Just 4 hours of sleep due to BS has made me a bit tired. I am hoping it would come to an end soon.
502,It's hard to have a bad day when it's so nice outside but I'm definitely having a bad day.,I'm glad I get a chance to have a bad day,"It seems hard having a bad day, when it not the same outside. It is nice outside"
503,Why can't I be a dog? Their lives are so much easier than us humans,Dogs are noble creatures that are full of beauty and their life is amazing.,Dogs seem to have such simple lives.
504,I pray that god give me strength for the next few weeks. May he help guide and protect my family<;3 God needhelp,"I pray to god for strength, so that god leads me in the right path.",I hope to be done with the next few weeks so that I can go back to my peaceful life.
505,The worst part about driving is super slow people going 45 in a 65mph zone!!!,It is important to take care of yourself because super slow people are not very helpful.,It's annoying when the other drivers around me are going slow but I guess it's better than them being not safe and going too fast.
506,"Art exam mon&tues, spanish oral thurs, haven't even started the practising for the speaking exam. :(:(","I've been doing work for the past two days, but I'm going tomorow will give my exams back.",I need an effort to do well on exams
507,"tried to order clink n collect kitchen online. Crashed several times. Rang customer services to place order, told payment failed twice. Contact bank, money taken twice.  now have 2000 ring-fenced, no kitchen and got to pay 1000 and shop for kitchen myself.",I tried to order a cuppa n collect kitchen online but the servility of the kitchen was not good. The customer service was poor. I am going to examine it again to investigate the shop again to see what I can improve.,I hope this mess relating to ordering from Kitchen online is resolved quickly so that I get back all the money that was wrongly deducted.
508,I have so much on my mind that I can't sleep. This is going to be a long night.,"I have so much on my mind that I can't sleep. This is going to be a long night, but I'll be fine tomorow.",Definitely got some stuff to think through before I go to sleep tonight.
509,Just want to go to sleep and not worry about a thing stressed decisions worried,"Nothing is going to change, not even my decisions, which is good for my sleep.","I will sleep, chill out and stop worrying about mine decisions"
510,This broke grad school student is now taking donations for the books are ridiculously priced fundraiser.,fundraisers are a good way to boost your personal financial future,Helping this grad student get his books is a great thing to do
511,"Today is going to be a lazy day! Gotta get some rest, because this week is gonna be very busy and stressful! weddingsaturday","I'm going to enjoy this week, and hang out with my friends.",Today is going to be a lazy day to relax and pamper myself because I have a busy week ahead!
512,You know it's going to be a long day when you're in the library before 7 am tired,7 a.30 am is not going to be great.  I should try to be more productive.,I had an early start to the day at the library at 7 am. I hope it's a fruitful day.
513,Sitting here waiting to testify and all I can think about is every sociopath freak that ever went crazy in a courthouse,I'm so glad to be here for a day where I won't be held down.,I can't wait to be done with my testimony so that I have some peace of mind in my life.
514,Could I please have one morning in which I don't wake up completely exhausted? prettyplease stilltired,"I'm sure that after I rest for the day, my body will get a second wind and I'll be able to get into bed.","I need to have one morning in which I didn't wake up tired. I'll reorganize my routine, and fulfill this."
515,Man monday suck dick i always hate um what sucks even more is making a video about how monday sucks itshard,"watching videos during monday is somewhat tedious, but I am thankful for the time it has to come.","I hate Mondays, but it makes me feel better to make a video about it."
516,I understand the delays however your staff look cold tired Horsham Crawley them I feel for,I understand the delays but your staff need to be more courteous as they are very busy.,Horsham Crawley‚Äôs service might be better
517,"I've spent over 2 hours trying to do a moonpig card for kyle, im sorry but your just gunna have to get a normal one! fuck moonpig","I've been trying to do a card for kyle, so your getting some flawed results is not going to be fun.",I really tried my best to make a moonpig card but I think Kyle will like my normal one.
518,Fareham Asda on a Saturday is like torture! Especially with a 2 year old in tow,I hope I do well on my test tomorrow despite the intrusive thoughts.,Its a tough time to be at Fareham Asda on a Saturday. But it feels good to think that we can have a relaxing Sunday.
519,"All I wanna do is take a hot bath, have a glass of wine, and cry. :(",That hot bath will make me feel better.,I think I'm going to treat myself to a glass of wine and hot bath tonight.
520,I am just so tired of how my life is working out right now. I thought I could do it but my patience is already at its limits. tired,ive been so productive lately. I hope to continue the routine of the good life.,"Sometimes I really need to rest from my life, so I can continue it later."
521,Half my Starbucks app done. Now to talk it over and see if I should apply at a nature camp this summer.,"My Starbucks has been done, and I'm ready to talk it over with my friends.",Might get a good opportunity to work at a nature camp this summer.
522,LivetheWage day 2. Cold and damp day for public transport. Almost $9 in fares for me and son. More than half my budget,"ive been able to spend the wAGE day in 2 and a half with my family, it is necessary to remember this as a good thing",I have to spend a lot on this public transport but I am thankful for my wonderful son!
523,I have too much shit to do for grad school to be sick for the third day in a row,I'll organize my schedule to be able to attend school.,"I'm going to stay focused and do my post-graduate duties, even if I'm sick I have to make it."
524,Swear it's been half 1 for the last 10 years. shattered mind and heart are racing..,It's been a long time but I'm sure it will get better soon.,Time feels like it's going really slowly but it's not like I'm doing what I love right now. I'll feel better tomorrow.
525,The weekend is not long enough for all the things I have to do exhausted,"weekend cannot come soon enough, all the things I have to do are too busy, but I can  hold them.",I have quite a lot to do this weekend but I am positive I can achieve my goals.
526,"Sitting here working my butt of, trying to get these stupid essays done, as well as trying to sort out everythink else in my life","It's hard to focus on the things that make me happy, when other people around me want to get my work done.",I am working to get these essays done and sorting out other things in life.
527,You know it's bad when you constantly have to make to do lists for yourself,It’s not good when you have to make to do lists for yourself sometimes but at least I have a lot of things to do.,Making to-do lists for yourself constantly is not so good.
528,I hate English essays -_- like I am so confused with what my teacher was saying on my rough draft -_-,"I don’t know if I can get a good English essay, or if I can at least set a bit of my own coursework.",English essays are challenging for me!
529,I wish that I could wake up with amnesia. And forget about the shit I still have to do,I have to stop procrastinating and get my stuff done earlier in the day.,I wish that I could wake up with strengh to face the things I still have to do.
530,So if anyone could provide any help on how to get 2 people and a dog back to Ireland from Toronto in the mist of all this that would be great thanks,I hope I could get some help to get people and a dog back from somewhere in Ireland.,I can't wait to see my family again. Does anyone have any travel tips on flying from Toronto to Ireland?
531,I hate course selection!!! Why do all of the required courses have to be winter notcool,"I don’t like choosy courses at all, especially one that is exam time.",I would love to be done with all these required courses during the winter.
532,I wasnt ready for this episode. I am so anxious to see what these last four episode have in store. Where is this season going? How will it end? obsessed,"I didn't know what to get for this episode yet, so I'm just going to keep searching.",This show is amazing. The ending should be incredible!
533,Bad days make me wanna give up on love.. I feel like I won't find anyone ever because I'm not worth it anymore.,"It's not great to give up on love, but it's a chance for me to work harder and improve myself","The good days also exist and I am grateful for their existence, because they remind me that I also deserve to be loved."
534,I mean who the hell owns that boat?! They could of at least given us a clue,They could of at least given us a clue but they wouldn't give us the right to know it.,I will try to learn how to not put my nose inside other people's business.
535,Everything just hit me so hard tonight I really need to get my life together,"Although my body is a bit hard tonight, I am sure that everything will work out in the end.","If I stop and start thinking about things that I can be thankful for, there are lots of them."
536,Drs apt and last day of work today Been up for over 2 hours and its not even 6am yet  Baby-please come today!!!!!,Hopefully after the day I've had today I can have a good night's rest.,After the last day of work and doctors appointment I will feel better.
537,Biology of the cell final and a physics exam today. God help me Seriously I need everything you can do!,I am confident that the cell will perform better and I will pass the physics exam.,Everything will be fine with my exams today!
538,another on the dot try for some trainers via sneakers app couldnt go any quicker and still a fail,I can improve my running with more positive energy.,I really hope I can get some sneakers soon I know I can do it.
539,Casual breakdown about recruitment and school. I just need one day of doing absolutely nothing!,"I can't wait to have a nice day of doing nothing, absolutely free from any stress.",Getting stressed about recruitment and school. I just need one day of rest to recompose myself and get better.
540,I'm really tired and shite neighbours from across the road feel the need to share their music with the street,It would be better if I could share my music with the street.,Listening to loud music only makes me appreciate the moments I had of absolute silence.
541,Were my ice bags firm enough today? Did my athletes feel an even numbing? Ugh,"I have so many ice bags, they keep me far behind in my games.",I think the ice bags were firm enough today for the athletes.
542,Yeah I definitely feel like I'm getting close to crying. I don't wanna do this work!,"I definitely feel like I'm getting close to crying. I don't wanna do this work. But I'm glad that I'm finishing it, and I have the money to get it done.","I don't want to do this work now, but I know that overcoming these overwhelming emotions will help me do this work even better in the future."
543,Senior year= working ten times harder on a paper and still getting the same average grade on it annoyed ugh,"Senior year can be challenging, but it's worth it to get the grades up and get the grades up for the exams.",I have worked ten times harder on a paper and so expect to get better grades this time.
544,Aarrgggghhhh!! In need of a hug and need to de-stress :( can't be dealing with this everyday! :( longjourney,feeling really rough at the moment but can have a nice hug and de-stress in the future.,A hug from someone you care about can make most anything better.  Especially when you need to de-stress
545,Just when I thought I could be home for at least 24hours I was corrected.,I'm grateful that I was able to be at home for a long while and rest.,Even thought I'm stuck at work I'm pretty sure that once I get home I will be sleeping like a baby!
546,My to-do list for tomorrow and Tuesday is ridiculous. So I'm of course watching Suits and ignoring it..,"My to-do list for tomorrow and Tuesday is ridiculous. I'm of course watching and ignoring it, but I'll look at it and am happy.","My to-do list for tomorrow and tuesday is quite long, so I am relaxing by watching suits."
547,"That Exam Today Was A Disappointed "" does that make sense? No? Isn't it supposed to be a 'disappointment'?",I'm glad I took the exam today.,"I'm glad that I know how to spell ""disappointment"" correctly."
548,"Honestly, crying because of all of the schoolwork I have to do has become a daily thing. Is it Christmas break yet?","I've got to do a lot of schoolwork, but I'll be over with it soon.",So much schoolwork for me to get through but it won't be long until I finish all of it.
549,Each time I check the word count of this essay it seems to go down and down tma05 e301,"Every time I check the word count of this essay, I seem to get down and now I have to do a multiple essay exam with different words","Even though there's a high word count on this paper, I'm glad I am able to chip away and get closer to my goal."
550,Don't want tomorrow or this week to come. Swim then work. School then work x2. School/homework then packing x2. stressed alreadytired,"I want to focus on my schoolwork and then work, so I can get my mind off school for tomorrow.","My life is quite busy since I go swimming, school and work and I am strong to handle it all."
551,I'm trying to mentally prepare myself for the next three days of work and I am,I'm trying to prepare myself for the next three days of work. A little helps is in the company of my friends.,The next three days of work might be better than I think they'll be.
552,My license and debit card are both missing My anxiety just kicked up a notch..,"My anxiety is troubling me, but I hope I get a new card soon.",I hope I am able to recover my missing license and debit card soon so that I get my peace of mind back soon.
553,Be a vet technician Or go all the way? Ugh college decisions! I know my professor thinks I can do this but I'm not sure I can,"My college vet appointments are stressful, but they are necessary.","I'm fully capable of doing this, even professional think highly of me, of course I can do it. I just need to make a decision, and I will be on my way to become a professional too!"
554,"Really got to get myself together, start doing decent in school and working more plus sleep. Tired of being behind! struggling","I got to get myself together, start doing good in school and work more.","Even though I've been a bit behind in school, I'm thankful I'm able to pull myself together and improve my sleep and studies."
555,i hate scheduling. i just want to throw my stuff down the hallway and cry.,"scheduling is not my thing, but I am glad I get to have my stuff sorted out and ready for the next time.","Programming is difficult, but not impossible. I know I can do it."
556,need to figure out how to survive the next few months. Somebody please cinsider donating,I'm so thankful that people are putting my charity work in my name.,Need to figure out how to handle the next few months. I will really appreciate and be thankful for some donations.
557,"Not excited about football tonight because it will make getting up for work tomorrow even worse, if that's even possible longweek","Not excited about football because it will make me better, and it's a great opportunity to get some work done.","Not so excited about football tonight, because it will make getting up for work tomorrow harder. But, I'm going to think positive and try to enjoy it with my friends!"
558,Hate homework! Been doing it since I got in from school and its still not done :( notfair noenergy fuckyouschool,"My homework load is a bit overwhelming, and I am not able to finish it before the end of the week.",I don’t like doing homework as I have not finished it even after doing it since I got from school.I can  succeed if I increase my speed.
559,I'm tired and cranky and angry and I just want to sleep until saturday morning so this week can be over with already. confuse,I hope the coming week brings better days for both me and myself.,"This week will pass, and next week will be much better!"
560,Really not looking forward to the chemistry and biology empa exams in the next couple weeks,This chemistry and biology exam will be the best learning experience for me!,"After the chem and bio exams, that's two fewer tests to deal with!!"
561,getting so frustrated that I can't get access to half the articles I need for this bloody assignment argh,ive been so frustrated that I can't get access to all the articles I need but that's how I hope I will get better.,I have not been able to access half of the articles that I need for this task. I should rest for a while
562,Fuck idk if I should take a french class or a sign language class next semester nd I needa decide in 30 mins!,I will take a really fantastic class with a really challenging teacher.,I'm not sure if I should take a French or sign language class next semester and I need to decide in 30 mines. Either way they'll both be good languages to learn.
563,Go fuck a duck exams I want to sleep in Lol! kidding I need to pass,"Hopefully, I will get to sleep soon so that my exams are done with on time.","I know that I will be able to sleep as much as I want after passing exams, so I have to focus on studying now."
564,"So tired of waiting for someday. Why can't someday be today, and everything get better?",I just hope and pray that the next few days are better than today.,"I don't have to wait for some special day to be happy, I can enjoy the present moment for what it is."
565,A year on after loosing my aunty and closing her account i am still getting letters for her poor customer service,"I feel happy that she was rammed with bad customer service, I will try to be more patient with people like you.","It has been a year after closing my aunty, and I am still getting her mail, I‚Äôm sure the grief will get less painfull soon."
566,"Trying to find clothes for Emily that match in color and style, is worse than rocket science for me. Dad",I hope I find some good dresses for my daughter- I know that I can do it.,"As a father, I know it’s difficult to completely care for a daughter, but I also understand that I do what I can."
567,3 days ng kulang sa tulog.. seriously needed 8 straight hours of sleep.. weekend where art thou?..,I am really looking forward to the weekend after my work. I know that I will feel much better after I finally get my break.,"3 days ng kulang sa tulog .. but that's ok, the weekend will come and I'll be able to get my hours of sleep."
568,Im literally about to break down. I can't keep dealing with people texting about the money I don't have.,"I need to keep trying those guys, texting me if I get anywhere",Having a hard time with money but I’m sure I can use this opportunity to learn how to handle these situations better.
